source_provider_name,source_health_system,source_geography,source_service_line,source_market,source_period,source_volume,payer_type,data_source,source_file
LUMINIS HEALTH,Luminis Health,Maryland,GI,Virginia Demo Market,Q3/2023,321,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
medstar health,MedStar Health,DC Metro,Mental Health,Virginia Demo Market,Q4 2023,,Unknown,mock_source_v2,vol_export_final.csv
Inova,Inova Health System,Northern Virginia,cancer,National,2019-Q1,1382,,mock_source_v2,vol_export_final.csv
Novant Health,Novant Health,Northern Virginia,GI Services,Virginia Demo Market,2019 Q1,280,Unknown,mock_source_v2,vol_export_final.csv
Carilion Health,Carilion Clinic,Roanoke,emergency services,Virginia Demo Market,2021 Q3,1078,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,Psych,Virginia Demo Market,Q2/2023,485,All Payer,mock_source_v2,vol_export_final.csv
carilion clinic,Carilion Clinic,Roanoke,WOMENS HEALTH,Virginia Demo Market,Q1-2021,734,All Payer,mock_source_v2,provider_volume_2019_2023.csv
sentara,Sentara Healthcare,Hampton Roads,ORTHOPEDICS,Virginia Demo Market,2022-Q1,1325,Medicaid,mock_source_v2,vol_export_final.csv
Sentara,Sentara Healthcare,Hampton Roads,WOMENS HEALTH,Virginia Demo Market,Oct-Dec 2023,1686.0,Medicare,mock_source_v2,vol_export_final.csv
medstar health,MedStar Health,DC Metro,Oncology,Virginia Demo Market,Q2/2021,926,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,Orthopedics,Virginia Demo Market,Q4-2022,859,,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS,Luminis Health,Maryland,Oncology,Virginia Demo Market,Apr-Jun 2019,389,,mock_source_v2,vol_export_FINAL_v2.csv
NovantHlth,,Northern Virginia,ORTHOPEDICS,Virginia Demo Market,Oct-Dec 2020,691,All Payer,mock_source_v2,provider_volume_2019_2023.csv
medstar health,MedStar Health,DC Metro,cardiac services,Virginia Demo Market,Q1 2019,1360,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
NOVANT HEALTH,Novant Health,Northern Virginia,Womens Health,Virginia Demo Market,Q4/2020,602 cases,All Payer,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,Neuro,Virginia Demo Market,2021-Q2,367,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Med Star,MedStar Health,DC Metro,Behavioral Health,Virginia Demo Market,Apr-Jun 2023,626,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours,Bon Secours Mercy Health,Richmond,ED,Virginia Demo Market,Q4 2023,1569,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,Gastro,Virginia Demo Market,Q3 2020,334,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis Health,Luminis Health,Maryland,Psych,Virginia Demo Market,Apr-Jun 2020,94,Unknown,mock_source_v2,provider_volume_2019_2023.csv
HCA,HCA Healthcare,Richmond,BEHAVIORAL HEALTH,Virginia Demo Market,2020 Q1,302,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
NOVANT,Novant Health,Northern Virginia,cancer,Virginia Demo Market,Q3 2019,306,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Inova Fairfax,Inova Health System,Northern Virginia,Cardiac,Virginia Demo Market,Jan-Mar 2023,"2,545",All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Luminis Health,,Maryland,womens hlth,Virginia Demo Market,Q3 2019,,Commercial,mock_source_v2,vol_export_final.csv
BSMH,Bon Secours Mercy Health,Richmond,Cardiac,Virginia Demo Market,Apr-Jun 2019,847,All Payer,mock_source_v2,provider_volume_2019_2023.csv
inova,Inova Health System,Northern Virginia,women's health,Virginia Demo Market,Q2/2021,1964,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Luminis Health,Luminis Health,Maryland,gi services,Virginia Demo Market,Q4/2020,253,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
HCA Healthcare VA,,Richmond,G.I.,Virginia Demo Market,2021 Q2,601,,mock_source_v2,provider_volume_2019_2023.csv
Privia,Privia Health Group,Northern Virginia,GI Services,Virginia Demo Market,Q1 2023,327,,mock_source_v2,vol_export_FINAL_v2.csv
U.V.A. Health,UVA Health,Charlottesville,NEURO,Virginia Demo Market,Q3 2020,731.0,Unknown,mock_source_v2,vol_export_final.csv
Inova,Inova Health System,Northern Virginia,ED,Virginia Demo Market,2021 Q2,3170,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,gastro,Virginia Demo Market,2023 Q1,437,All Payer,mock_source_v2,provider_volume_2019_2023.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,Oncology Services,Virginia Demo Market,2022-Q2,416,,mock_source_v2,vol_export_FINAL_v2.csv
Loudoun Hospital,Inova Health System,Northern Virginia,Cardiac,Virginia Demo Market,Q4/2019,673,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,BEHAVIORAL HEALTH,Virginia Demo Market,2020-Q1,482,All Payer,mock_source_v2,vol_export_final.csv
HCA Virginia,HCA Healthcare,Richmond,ONC,Virginia Demo Market,Q3/2021,521,Commercial,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,CARDIOLOGY,Virginia Demo Market,Q3 2021,"1,287",Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,NEUROLOGY,Virginia Demo Market,Jul-Sep 2021,314,Unknown,mock_source_v2,vol_export_final.csv
uva health,UVA Health,Charlottesville,Oncology Services,Virginia Demo Market,2022-Q2,1313,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
U.V.A. Health,UVA Health,Charlottesville,ER Services,Virginia Demo Market,Q3-2019,1278,All Payer,mock_source_v2,vol_export_final.csv
hca hlth va,HCA Healthcare,Richmond,Mental Health,Virginia Demo Market,2023 Q2,341,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
inova,Inova Health System,Northern Virginia,behavioral health,Virginia Demo Market,Q2 2022,719,Commercial,mock_source_v2,vol_export_final.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,BH,Virginia Demo Market,Q3-2020,168,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
UVA Healthcare,,Charlottesville,GI,Virginia Demo Market,2022-Q1,488,,mock_source_v2,vol_export_final.csv
PRIVIA,Privia Health Group,Northern Virginia,OB/GYN,Virginia Demo Market,Q1-2022,587,All Payer,mock_source_v2,vol_export_final.csv
CARILION CLINIC,Carilion Clinic,Roanoke,GASTROENTEROLOGY,Virginia Demo Market,Q2/2020,187,Medicare,mock_source_v2,provider_volume_2019_2023.csv
INOVA HEALTH SYSTEM,,Northern Virginia,Behavioral Health,Virginia Demo Market,2021 Q4,689,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,ortho,Virginia Demo Market,Q3/2023,1248.0,Unknown,mock_source_v2,vol_export_final.csv
Sentara Health,Sentara Healthcare,Hampton Roads,G.I.,Unknown,Jul-Sep 2019,740,All Payer,mock_source_v2,provider_volume_2019_2023.csv
luminis health,Luminis Health,Maryland,Ob-Gyn,Virginia Demo Market,2022-Q1,705,,mock_source_v2,vol_export_final.csv
U.V.A. Health,UVA Health,Charlottesville,ONCOLOGY,Virginia Demo Market,2020 Q1,1180,Commercial,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,MSK,Virginia Demo Market,2022 Q4,683,,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,ONC,Virginia Demo Market,Q3/2019,915,Commercial,mock_source_v2,vol_export_final.csv
SENTARA,Sentara Healthcare,Hampton Roads,MSK,Virginia Demo Market,Q4-2019,1247,Commercial,mock_source_v2,provider_volume_2019_2023.csv
VCU Medical Center,VCU Health System,Richmond,Women,Virginia Demo Market,2022 Q4,856,All Payer,mock_source_v2,vol_export_final.csv
Luminis Health,Luminis Health,Maryland,Oncology,Virginia Demo Market,Q2/2020,181,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Inova,Inova Health System,Northern Virginia,NEUROLOGY,Virginia Demo Market,Q2 2023,1217,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis Hlth,Luminis Health,Maryland,GI,Virginia Demo Market,Jan-Mar 2019,278,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,Women,Virginia Demo Market,2023 Q1,712,All Payer,mock_source_v2,vol_export_final.csv
UVA Health,UVA Health,Charlottesville,Mental Health,Virginia Demo Market,Q2 2021,440,All Payer,mock_source_v2,vol_export_final.csv
NOVANT,,Northern Virginia,ortho,Virginia Demo Market,Q4/2021,792,All Payer,mock_source_v2,vol_export_final.csv
sentara,Sentara Healthcare,Hampton Roads,card.,Virginia Demo Market,Oct-Dec 2021,1782,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,NEURO,Virginia Demo Market,Q3 2020,585,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours,Bon Secours Mercy Health,Richmond,womens hlth,Virginia Demo Market,Q4 2022,1297,Medicare,mock_source_v2,provider_volume_2019_2023.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,BH,Virginia Demo Market,2020 Q1,387,,mock_source_v2,provider_volume_2019_2023.csv
novant health,Novant Health,Northern Virginia,Cancer Services,National,Oct-Dec 2021,325,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,ONC,Virginia Demo Market,2019-Q2,893,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,G.I.,Virginia Demo Market,2022-Q1,715,Medicaid,mock_source_v2,vol_export_final.csv
inova,Inova Health System,Northern Virginia,Behavioral Health,Virginia Demo Market,2019 Q2,597,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Carilion,Carilion Clinic,Roanoke,BH,Virginia Demo Market,Q1 2019,355,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
UVA Health,UVA Health,Charlottesville,Neurology,Virginia Demo Market,2022-Q4,1034,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Novant Health,Novant Health,Northern Virginia,NEUROLOGY,Virginia Demo Market,Apr-Jun 2023,393,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun,Inova Health System,Northern Virginia,Psych,Virginia Demo Market,Q3 2020,130,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
INOVA Loudoun,Inova Health System,Northern Virginia,orthopaedics,Virginia Demo Market,Q4 2023,707,Unknown,mock_source_v2,provider_volume_2019_2023.csv
sentara hlth,Sentara Healthcare,Hampton Roads,Emergency Services,Virginia Demo Market,2022 Q4,2616,All Payer,mock_source_v2,vol_export_final.csv
privia health,Privia Health Group,Northern Virginia,Musculoskeletal,Virginia Demo Market,2019 Q4,328,Medicare,mock_source_v2,provider_volume_2019_2023.csv
NOVANT HEALTH,Novant Health,Northern Virginia,Cancer Services,Virginia Demo Market,2019 Q2,299,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Privia Health,Privia Health Group,Northern Virginia,neurology,Virginia Demo Market,2021-Q4,254,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
carilion clinic,Carilion Clinic,Roanoke,women's health,Virginia Demo Market,Jul-Sep 2022,808,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,CARDIOLOGY,Virginia Demo Market,Q3-2020,825,All Payer,mock_source_v2,vol_export_final.csv
CARILION,Carilion Clinic,Roanoke,Musculoskeletal,Virginia Demo Market,Jul-Sep 2021,737,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
CARILION,Carilion Clinic,Roanoke,ORTHOPEDICS,Virginia Demo Market,Q1-2023,650,Unknown,mock_source_v2,vol_export_final.csv
UVA,UVA Health,Charlottesville,behavioral health,Virginia Demo Market,2020-Q3,317,All Payer,mock_source_v2,vol_export_final.csv
sentara,Sentara Healthcare,Hampton Roads,Mental Health,Virginia Demo Market,Q3 2020,337,Medicare,mock_source_v2,provider_volume_2019_2023.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,Womens Health,Virginia Demo Market,Q2 2022,924,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
carilion clinic,Carilion Clinic,Roanoke,Heart Services,Virginia Demo Market,Jul-Sep 2021,751,,mock_source_v2,vol_export_final.csv
CARILION,Carilion Clinic,Roanoke,women's health,Virginia Demo Market,Oct-Dec 2022,748,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
NOVANT,Novant Health,Northern Virginia,Orthopedic,Virginia Demo Market,Q2-2020,414,Medicare,mock_source_v2,vol_export_final.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,G.I.,Virginia Demo Market,Q4-2019,615,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Sentara Health,Sentara Healthcare,Hampton Roads,GI Services,Virginia Demo Market,Q2/2023,817,Unknown,mock_source_v2,vol_export_final.csv
bon secours,Bon Secours Mercy Health,Richmond,gastro,Virginia Demo Market,Q3 2022,465,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Inova Health,,Northern Virginia,Neurology,Virginia Demo Market,2023-Q3,1142.0,Medicare,mock_source_v2,vol_export_final.csv
hca virginia,HCA Healthcare,Richmond,card.,Virginia Demo Market,Q1 2023,1218,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UVA Healthcare,UVA Health,Charlottesville,Emergency,Virginia Demo Market,2021 Q1,1470,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,Psychiatry,Virginia Demo Market,Q2 2019,292,Medicaid,mock_source_v2,vol_export_final.csv
HCA Healthcare VA,HCA Healthcare,Richmond,Orthopedic,Virginia Demo Market,2019 Q3,1447,All Payer,mock_source_v2,provider_volume_2019_2023.csv
CARILION,Carilion Clinic,Roanoke,cardiac services,Virginia Demo Market,Q4/2022,890,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
INOVA,Inova Health System,Northern Virginia,card.,Virginia Demo Market,2019-Q2,2116,Medicare,mock_source_v2,vol_export_final.csv
inova,Inova Health System,Northern Virginia,cancer,Virginia Demo Market,Apr-Jun 2020,616,All Payer,mock_source_v2,provider_volume_2019_2023.csv
inova,Inova Health System,Northern Virginia,Psychiatry,Virginia Demo Market,Jan-Mar 2021,652,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
,,,,,,,,,
Sentara,Sentara Healthcare,Hampton Roads,CARD,Virginia Demo Market,Q1-2020,1496,All Payer,mock_source_v2,provider_volume_2019_2023.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,E.D.,Virginia Demo Market,2022-Q2,1406,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Mercy,,Richmond,card.,Virginia Demo Market,2023-Q1,991,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,Novant Health,Northern Virginia,onc.,Virginia Demo Market,Q2/2023,338,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
HCA VIRGINIA,HCA Healthcare,Richmond,cancer,Virginia Demo Market,2020-Q1,482,Unknown,mock_source_v2,vol_export_final.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,cardiac services,Virginia Demo Market,Q2/2020,589,Medicare,mock_source_v2,vol_export_final.csv
NovantHlth,,Northern Virginia,Emerg Svcs,Virginia Demo Market,Jan-Mar 2020,931,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Neuro,Virginia Demo Market,Jan-Mar 2022,417,Medicare,mock_source_v2,vol_export_final.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,Behavioral Health,Virginia Demo Market,2023-Q2,767,,mock_source_v2,vol_export_final.csv
inova loudoun,Inova Health System,Northern Virginia,cardiac services,Virginia Demo Market,Q1 2022,695,Unknown,mock_source_v2,vol_export_final.csv
vcu health,VCU Health System,Richmond,orthopaedics,Virginia Demo Market,Q4/2021,935,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
MedStar Health,,DC Metro,onc.,Virginia Demo Market,2022-Q4,981,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,Women's Health,Virginia Demo Market,2019-Q1,1556,Medicare,mock_source_v2,vol_export_final.csv
InOva,Inova Health System,Northern Virginia,Gastroenterology,Virginia Demo Market,Q3/2022,941,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Loudoun Hospital,Inova Health System,Northern Virginia,cancer,Virginia Demo Market,2022-Q4,320,All Payer,mock_source_v2,provider_volume_2019_2023.csv
U.V.A. Health,,Charlottesville,Cardiac,Virginia Demo Market,Q1-2023,1087,All Payer,mock_source_v2,provider_volume_2019_2023.csv
hca hlth va,HCA Healthcare,Richmond,womens hlth,Virginia Demo Market,Q1-2020,924,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
UVA Healthcare,UVA Health,Charlottesville,Emergency,Virginia Demo Market,Q4-2020,1235,Medicare,mock_source_v2,vol_export_final.csv
VCU,VCU Health System,Richmond,Orthopedic,Virginia Demo Market,Q2-2021,1092,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,Orthopedics,Virginia Demo Market,Q4-2022,859,,mock_source_v2,provider_volume_2019_2023.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,NEURO,Virginia Demo Market,Oct-Dec 2020,366,,mock_source_v2,vol_export_FINAL_v2.csv
Privia Health,Privia Health Group,Northern Virginia,CARD,Virginia Demo Market,2022 Q2,476,Medicare,mock_source_v2,provider_volume_2019_2023.csv
medstar health,MedStar Health,DC Metro,Emerg Svcs,Virginia Demo Market,Jan-Mar 2022,2046,All Payer,mock_source_v2,provider_volume_2019_2023.csv
luminis health,Luminis Health,Maryland,NEURO,Virginia Demo Market,2022-Q1,381,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
vcu,VCU Health System,Richmond,emergency services,Virginia Demo Market,2020 Q3,1222,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
INOVA Loudoun,,Northern Virginia,cancer,Virginia Demo Market,Jan-Mar 2023,308,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Luminis,Luminis Health,Maryland,Psych,Virginia Demo Market,Q3 2021,219,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis Health,Luminis Health,Maryland,Heart Services,Virginia Demo Market,Q2-2022,652,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Privia Hlth,,Northern Virginia,Womens Health,Virginia Demo Market,Q3 2019,515,,mock_source_v2,vol_export_final.csv
Privia Health,Privia Health Group,Northern Virginia,Orthopedic,Virginia Demo Market,2021-Q4,384,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
Novant,Novant Health,Northern Virginia,Women's Health,Virginia Demo Market,Q3-2021,750,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,ER Services,Virginia Demo Market,Q4 2021,2018,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA,HCA Healthcare,Richmond,Gastroenterology,Virginia Demo Market,Q4 2023,584,Medicare,mock_source_v2,vol_export_final.csv
MedStar Health,MedStar Health,DC Metro,gastro,Virginia Demo Market,Oct-Dec 2023,641,,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,E.D.,Virginia Demo Market,Q4-2020,1047,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
VCU HEALTH,,Richmond,emergency services,Virginia Demo Market,Q3 2021,1630,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
vcu health,VCU Health System,Richmond,Cancer Services,Virginia Demo Market,Q3-2021,3187,Medicare,mock_source_v2,vol_export_final.csv
Novant,Novant Health,Northern Virginia,cardiac services,Virginia Demo Market,2023 Q2,776,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Virginia Commonwealth,VCU Health System,Richmond,GI,Virginia Demo Market,2022 Q1,574,All Payer,mock_source_v2,vol_export_final.csv
LUMINIS HEALTH,Luminis Health,Maryland,womens hlth,Virginia Demo Market,Q4-2020,607,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
sentara hlth,Sentara Healthcare,Hampton Roads,ORTHO,Virginia Demo Market,Jul-Sep 2019,1448,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Carilion,Carilion Clinic,Roanoke,Orthopedic,Unknown,Jul-Sep 2023,767,All Payer,mock_source_v2,vol_export_final.csv
INOVA Loudoun,Inova Health System,Northern Virginia,Ob-Gyn,Virginia Demo Market,2023 Q2,913,,mock_source_v2,vol_export_FINAL_v2.csv
Sentara,,Hampton Roads,oncology,Virginia Demo Market,2021 Q4,883,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
MedStar Health,,DC Metro,Orthopedic,Virginia Demo Market,Q3 2021,1274,,mock_source_v2,vol_export_FINAL_v2.csv
luminis health,Luminis Health,Maryland,Women's Health,TBD,Q2/2020,332,Commercial,mock_source_v2,provider_volume_2019_2023.csv
